areaCode,areaName,areaType,date,cumCasesByPublishDate,newCasesByPublishDate,newCasesLFDConfirmedPCRBySpecimenDate,newCasesLFDOnlyBySpecimenDate
S12000035,Argyll and Bute,utla,2023-01-05,27529,0,,
S12000035,Argyll and Bute,utla,2023-01-04,27529,0,,
S12000035,Argyll and Bute,utla,2023-01-03,27529,0,,
S12000035,Argyll and Bute,utla,2023-01-02,27529,0,,
S12000035,Argyll and Bute,utla,2023-01-01,27529,0,,
S12000035,Argyll and Bute,utla,2022-12-31,27529,0,,
S12000035,Argyll and Bute,utla,2022-12-30,27529,0,,
S12000035,Argyll and Bute,utla,2022-12-29,27529,0,,
S12000035,Argyll and Bute,utla,2022-12-28,27529,0,,
S12000035,Argyll and Bute,utla,2022-12-27,27529,0,,
S12000035,Argyll and Bute,utla,2022-12-26,27529,0,,
S12000035,Argyll and Bute,utla,2022-12-25,27529,0,,
S12000035,Argyll and Bute,utla,2022-12-24,27529,0,,
S12000035,Argyll and Bute,utla,2022-12-23,27529,0,,
S12000035,Argyll and Bute,utla,2022-12-22,27529,0,,
S12000035,Argyll and Bute,utla,2022-12-21,27529,47,,
S12000035,Argyll and Bute,utla,2022-12-20,27482,0,,
S12000035,Argyll and Bute,utla,2022-12-19,27482,0,,
S12000035,Argyll and Bute,utla,2022-12-18,27482,0,0,11
S12000035,Argyll and Bute,utla,2022-12-17,27482,0,0,4
S12000035,Argyll and Bute,utla,2022-12-16,27482,0,0,6
S12000035,Argyll and Bute,utla,2022-12-15,27482,0,0,5
S12000035,Argyll and Bute,utla,2022-12-14,27482,37,0,3
S12000035,Argyll and Bute,utla,2022-12-13,27445,0,0,4
S12000035,Argyll and Bute,utla,2022-12-12,27445,0,0,5
S12000035,Argyll and Bute,utla,2022-12-11,27445,0,0,2
S12000035,Argyll and Bute,utla,2022-12-10,27445,0,1,7
S12000035,Argyll and Bute,utla,2022-12-09,27445,0,0,3
S12000035,Argyll and Bute,utla,2022-12-08,27445,0,0,0
S12000035,Argyll and Bute,utla,2022-12-07,27445,34,1,1
S12000035,Argyll and Bute,utla,2022-12-06,27411,0,0,4
S12000035,Argyll and Bute,utla,2022-12-05,27411,0,0,4
S12000035,Argyll and Bute,utla,2022-12-04,27411,0,0,3
S12000035,Argyll and Bute,utla,2022-12-03,27411,0,0,3
S12000035,Argyll and Bute,utla,2022-12-02,27411,0,0,1
S12000035,Argyll and Bute,utla,2022-12-01,27411,0,0,2
S12000035,Argyll and Bute,utla,2022-11-30,27411,23,0,7
S12000035,Argyll and Bute,utla,2022-11-29,27388,0,1,1
S12000035,Argyll and Bute,utla,2022-11-28,27388,0,0,5
S12000035,Argyll and Bute,utla,2022-11-27,27388,0,0,1
S12000035,Argyll and Bute,utla,2022-11-26,27388,0,0,1
S12000035,Argyll and Bute,utla,2022-11-25,27388,0,0,2
S12000035,Argyll and Bute,utla,2022-11-24,27388,0,0,2
S12000035,Argyll and Bute,utla,2022-11-23,27388,22,0,5
S12000035,Argyll and Bute,utla,2022-11-22,27366,0,0,2
S12000035,Argyll and Bute,utla,2022-11-21,27366,0,2,5
S12000035,Argyll and Bute,utla,2022-11-20,27366,0,1,2
