areaCode,areaName,areaType,date,cumCasesByPublishDate,newCasesByPublishDate,newCasesLFDConfirmedPCRBySpecimenDate,newCasesLFDOnlyBySpecimenDate
E10000008,Devon,utla,2023-01-05,267366,784,,
E10000008,Devon,utla,2023-01-04,266582,0,0,39
E10000008,Devon,utla,2023-01-03,266582,0,0,65
E10000008,Devon,utla,2023-01-02,266582,0,0,85
E10000008,Devon,utla,2023-01-01,266582,0,1,50
E10000008,Devon,utla,2022-12-31,266582,0,9,49
E10000008,Devon,utla,2022-12-30,266582,0,2,70
E10000008,Devon,utla,2022-12-29,266582,834,2,90
E10000008,Devon,utla,2022-12-28,265748,0,5,80
E10000008,Devon,utla,2022-12-27,265748,0,3,87
E10000008,Devon,utla,2022-12-26,265748,0,1,73
E10000008,Devon,utla,2022-12-25,265748,0,2,60
E10000008,Devon,utla,2022-12-24,265748,0,0,72
E10000008,Devon,utla,2022-12-23,265748,0,2,73
E10000008,Devon,utla,2022-12-22,265748,1163,0,96
E10000008,Devon,utla,2022-12-21,264585,0,1,114
E10000008,Devon,utla,2022-12-20,264585,0,2,143
E10000008,Devon,utla,2022-12-19,264585,0,2,133
E10000008,Devon,utla,2022-12-18,264585,0,3,99
E10000008,Devon,utla,2022-12-17,264585,0,2,65
E10000008,Devon,utla,2022-12-16,264585,0,6,92
E10000008,Devon,utla,2022-12-15,264585,752,4,97
E10000008,Devon,utla,2022-12-14,263833,0,5,109
E10000008,Devon,utla,2022-12-13,263833,0,11,97
E10000008,Devon,utla,2022-12-12,263833,0,3,87
E10000008,Devon,utla,2022-12-11,263833,0,2,84
E10000008,Devon,utla,2022-12-10,263833,0,0,60
E10000008,Devon,utla,2022-12-09,263833,0,1,57
E10000008,Devon,utla,2022-12-08,263833,497,2,60
E10000008,Devon,utla,2022-12-07,263336,0,0,75
E10000008,Devon,utla,2022-12-06,263336,0,2,79
E10000008,Devon,utla,2022-12-05,263336,0,3,71
E10000008,Devon,utla,2022-12-04,263336,0,0,41
E10000008,Devon,utla,2022-12-03,263336,0,0,28
E10000008,Devon,utla,2022-12-02,263336,0,1,46
E10000008,Devon,utla,2022-12-01,263336,399,0,37
E10000008,Devon,utla,2022-11-30,262937,0,0,56
E10000008,Devon,utla,2022-11-29,262937,0,1,43
E10000008,Devon,utla,2022-11-28,262937,0,2,54
E10000008,Devon,utla,2022-11-27,262937,0,2,38
E10000008,Devon,utla,2022-11-26,262937,0,0,30
E10000008,Devon,utla,2022-11-25,262937,0,0,26
E10000008,Devon,utla,2022-11-24,262937,391,0,33
E10000008,Devon,utla,2022-11-23,262546,0,2,40
E10000008,Devon,utla,2022-11-22,262546,0,1,49
E10000008,Devon,utla,2022-11-21,262546,0,2,49
E10000008,Devon,utla,2022-11-20,262546,0,7,40
E10000008,Devon,utla,2022-11-19,262546,0,0,23
E10000008,Devon,utla,2022-11-18,262546,0,3,28
E10000008,Devon,utla,2022-11-17,262546,374,1,38
E10000008,Devon,utla,2022-11-16,262172,0,1,40
E10000008,Devon,utla,2022-11-15,262172,0,0,31
