areaCode,areaName,areaType,date,cumCasesByPublishDate,newCasesByPublishDate,newCasesLFDConfirmedPCRBySpecimenDate,newCasesLFDOnlyBySpecimenDate
E08000001,Bolton,utla,2023-01-05,102195,154,,
E08000001,Bolton,utla,2023-01-04,102041,0,0,5
E08000001,Bolton,utla,2023-01-03,102041,0,0,12
E08000001,Bolton,utla,2023-01-02,102041,0,0,13
E08000001,Bolton,utla,2023-01-01,102041,0,0,13
E08000001,Bolton,utla,2022-12-31,102041,0,0,8
E08000001,Bolton,utla,2022-12-30,102041,0,0,8
E08000001,Bolton,utla,2022-12-29,102041,122,0,16
E08000001,Bolton,utla,2022-12-28,101919,0,0,12
E08000001,Bolton,utla,2022-12-27,101919,0,0,16
E08000001,Bolton,utla,2022-12-26,101919,0,0,6
E08000001,Bolton,utla,2022-12-25,101919,0,0,13
E08000001,Bolton,utla,2022-12-24,101919,0,0,3
E08000001,Bolton,utla,2022-12-23,101919,0,0,9
E08000001,Bolton,utla,2022-12-22,101919,154,0,12
E08000001,Bolton,utla,2022-12-21,101765,0,0,9
E08000001,Bolton,utla,2022-12-20,101765,0,1,7
E08000001,Bolton,utla,2022-12-19,101765,0,1,15
E08000001,Bolton,utla,2022-12-18,101765,0,0,15
E08000001,Bolton,utla,2022-12-17,101765,0,0,2
E08000001,Bolton,utla,2022-12-16,101765,0,0,12
E08000001,Bolton,utla,2022-12-15,101765,133,0,16
E08000001,Bolton,utla,2022-12-14,101632,0,0,15
E08000001,Bolton,utla,2022-12-13,101632,0,0,14
E08000001,Bolton,utla,2022-12-12,101632,0,0,13
E08000001,Bolton,utla,2022-12-11,101632,0,3,10
E08000001,Bolton,utla,2022-12-10,101632,0,0,3
E08000001,Bolton,utla,2022-12-09,101632,0,1,3
E08000001,Bolton,utla,2022-12-08,101632,101,1,14
E08000001,Bolton,utla,2022-12-07,101531,0,0,8
E08000001,Bolton,utla,2022-12-06,101531,0,0,12
E08000001,Bolton,utla,2022-12-05,101531,0,0,9
E08000001,Bolton,utla,2022-12-04,101531,0,0,5
E08000001,Bolton,utla,2022-12-03,101531,0,0,3
E08000001,Bolton,utla,2022-12-02,101531,0,0,6
E08000001,Bolton,utla,2022-12-01,101531,112,0,4
E08000001,Bolton,utla,2022-11-30,101419,0,0,8
E08000001,Bolton,utla,2022-11-29,101419,0,1,9
E08000001,Bolton,utla,2022-11-28,101419,0,0,13
E08000001,Bolton,utla,2022-11-27,101419,0,0,12
E08000001,Bolton,utla,2022-11-26,101419,0,0,12
E08000001,Bolton,utla,2022-11-25,101419,0,0,5
E08000001,Bolton,utla,2022-11-24,101419,100,0,4
E08000001,Bolton,utla,2022-11-23,101319,0,0,16
E08000001,Bolton,utla,2022-11-22,101319,0,2,6
E08000001,Bolton,utla,2022-11-21,101319,0,0,4
E08000001,Bolton,utla,2022-11-20,101319,0,0,20
E08000001,Bolton,utla,2022-11-19,101319,0,1,10
E08000001,Bolton,utla,2022-11-18,101319,0,6,6
E08000001,Bolton,utla,2022-11-17,101319,88,0,6
E08000001,Bolton,utla,2022-11-16,101231,0,0,7
E08000001,Bolton,utla,2022-11-15,101231,0,0,4
E08000001,Bolton,utla,2022-11-14,101231,0,0,8
E08000001,Bolton,utla,2022-11-13,101231,0,0,9
E08000001,Bolton,utla,2022-11-12,101231,0,0,4
E08000001,Bolton,utla,2022-11-11,101231,0,0,7
E08000001,Bolton,utla,2022-11-10,101231,87,0,4
E08000001,Bolton,utla,2022-11-09,101144,0,0,4
E08000001,Bolton,utla,2022-11-08,101144,0,0,10
E08000001,Bolton,utla,2022-11-07,101144,0,0,6
