areaCode,areaName,areaType,date,cumCasesByPublishDate,newCasesByPublishDate,newCasesLFDConfirmedPCRBySpecimenDate,newCasesLFDOnlyBySpecimenDate
E10000003,Cambridgeshire,utla,2023-01-05,237894,517,,
E10000003,Cambridgeshire,utla,2023-01-04,237377,0,0,30
E10000003,Cambridgeshire,utla,2023-01-03,237377,0,0,33
E10000003,Cambridgeshire,utla,2023-01-02,237377,0,0,45
E10000003,Cambridgeshire,utla,2023-01-01,237377,0,1,32
E10000003,Cambridgeshire,utla,2022-12-31,237377,0,0,50
E10000003,Cambridgeshire,utla,2022-12-30,237377,0,2,51
E10000003,Cambridgeshire,utla,2022-12-29,237377,555,0,68
E10000003,Cambridgeshire,utla,2022-12-28,236822,0,1,65
E10000003,Cambridgeshire,utla,2022-12-27,236822,0,2,63
E10000003,Cambridgeshire,utla,2022-12-26,236822,0,0,43
E10000003,Cambridgeshire,utla,2022-12-25,236822,0,0,43
E10000003,Cambridgeshire,utla,2022-12-24,236822,0,0,42
E10000003,Cambridgeshire,utla,2022-12-23,236822,0,0,50
E10000003,Cambridgeshire,utla,2022-12-22,236822,580,0,76
E10000003,Cambridgeshire,utla,2022-12-21,236242,0,3,71
E10000003,Cambridgeshire,utla,2022-12-20,236242,0,12,75
E10000003,Cambridgeshire,utla,2022-12-19,236242,0,0,83
E10000003,Cambridgeshire,utla,2022-12-18,236242,0,2,62
E10000003,Cambridgeshire,utla,2022-12-17,236242,0,1,38
E10000003,Cambridgeshire,utla,2022-12-16,236242,0,0,41
E10000003,Cambridgeshire,utla,2022-12-15,236242,458,0,48
E10000003,Cambridgeshire,utla,2022-12-14,235784,0,4,55
E10000003,Cambridgeshire,utla,2022-12-13,235784,0,4,56
E10000003,Cambridgeshire,utla,2022-12-12,235784,0,0,50
E10000003,Cambridgeshire,utla,2022-12-11,235784,0,0,51
E10000003,Cambridgeshire,utla,2022-12-10,235784,0,0,34
E10000003,Cambridgeshire,utla,2022-12-09,235784,0,0,46
E10000003,Cambridgeshire,utla,2022-12-08,235784,363,0,38
E10000003,Cambridgeshire,utla,2022-12-07,235421,0,1,48
E10000003,Cambridgeshire,utla,2022-12-06,235421,0,0,31
E10000003,Cambridgeshire,utla,2022-12-05,235421,0,0,54
E10000003,Cambridgeshire,utla,2022-12-04,235421,0,1,39
E10000003,Cambridgeshire,utla,2022-12-03,235421,0,0,23
E10000003,Cambridgeshire,utla,2022-12-02,235421,0,3,34
E10000003,Cambridgeshire,utla,2022-12-01,235421,269,0,38
E10000003,Cambridgeshire,utla,2022-11-30,235152,0,1,35
E10000003,Cambridgeshire,utla,2022-11-29,235152,0,0,41
E10000003,Cambridgeshire,utla,2022-11-28,235152,0,1,43
E10000003,Cambridgeshire,utla,2022-11-27,235152,0,0,37
E10000003,Cambridgeshire,utla,2022-11-26,235152,0,1,18
E10000003,Cambridgeshire,utla,2022-11-25,235152,0,0,24
E10000003,Cambridgeshire,utla,2022-11-24,235152,207,0,31
E10000003,Cambridgeshire,utla,2022-11-23,234945,0,1,28
E10000003,Cambridgeshire,utla,2022-11-22,234945,0,0,30
E10000003,Cambridgeshire,utla,2022-11-21,234945,0,0,28
E10000003,Cambridgeshire,utla,2022-11-20,234945,0,0,30
E10000003,Cambridgeshire,utla,2022-11-19,234945,0,0,15
E10000003,Cambridgeshire,utla,2022-11-18,234945,0,2,23
E10000003,Cambridgeshire,utla,2022-11-17,234945,262,0,25
E10000003,Cambridgeshire,utla,2022-11-16,234683,0,0,45
E10000003,Cambridgeshire,utla,2022-11-15,234683,0,0,42
E10000003,Cambridgeshire,utla,2022-11-14,234683,0,1,21
E10000003,Cambridgeshire,utla,2022-11-13,234683,0,0,31
E10000003,Cambridgeshire,utla,2022-11-12,234683,0,0,32
E10000003,Cambridgeshire,utla,2022-11-11,234683,0,0,19
E10000003,Cambridgeshire,utla,2022-11-10,234683,265,0,19
E10000003,Cambridgeshire,utla,2022-11-09,234418,0,3,29
E10000003,Cambridgeshire,utla,2022-11-08,234418,0,0,21
E10000003,Cambridgeshire,utla,2022-11-07,234418,0,1,37
E10000003,Cambridgeshire,utla,2022-11-06,234418,0,0,36
E10000003,Cambridgeshire,utla,2022-11-05,234418,0,0,25
E10000003,Cambridgeshire,utla,2022-11-04,234418,0,0,39
E10000003,Cambridgeshire,utla,2022-11-03,234418,371,0,40
E10000003,Cambridgeshire,utla,2022-11-02,234047,0,0,41
E10000003,Cambridgeshire,utla,2022-11-01,234047,0,0,45
E10000003,Cambridgeshire,utla,2022-10-31,234047,0,2,42
E10000003,Cambridgeshire,utla,2022-10-30,234047,0,0,43
E10000003,Cambridgeshire,utla,2022-10-29,234047,0,1,39
E10000003,Cambridgeshire,utla,2022-10-28,234047,0,3,36
E10000003,Cambridgeshire,utla,2022-10-27,234047,522,0,37
E10000003,Cambridgeshire,utla,2022-10-26,233525,0,4,49
E10000003,Cambridgeshire,utla,2022-10-25,233525,0,2,52
E10000003,Cambridgeshire,utla,2022-10-24,233525,0,0,49
E10000003,Cambridgeshire,utla,2022-10-23,233525,0,0,70
E10000003,Cambridgeshire,utla,2022-10-22,233525,0,0,61
E10000003,Cambridgeshire,utla,2022-10-21,233525,0,1,53
E10000003,Cambridgeshire,utla,2022-10-20,233525,758,0,77
E10000003,Cambridgeshire,utla,2022-10-19,232767,0,4,90
E10000003,Cambridgeshire,utla,2022-10-18,232767,0,0,94
E10000003,Cambridgeshire,utla,2022-10-17,232767,0,6,84
E10000003,Cambridgeshire,utla,2022-10-16,232767,0,0,66
E10000003,Cambridgeshire,utla,2022-10-15,232767,0,1,75
E10000003,Cambridgeshire,utla,2022-10-14,232767,0,0,95
E10000003,Cambridgeshire,utla,2022-10-13,232767,827,2,89
E10000003,Cambridgeshire,utla,2022-10-12,231940,0,5,91
E10000003,Cambridgeshire,utla,2022-10-11,231940,0,2,92
E10000003,Cambridgeshire,utla,2022-10-10,231940,0,1,104
E10000003,Cambridgeshire,utla,2022-10-09,231940,0,1,94
E10000003,Cambridgeshire,utla,2022-10-08,231940,0,0,76
E10000003,Cambridgeshire,utla,2022-10-07,231940,0,4,106
E10000003,Cambridgeshire,utla,2022-10-06,231940,817,3,102
E10000003,Cambridgeshire,utla,2022-10-05,231123,0,0,106
E10000003,Cambridgeshire,utla,2022-10-04,231123,0,2,133
E10000003,Cambridgeshire,utla,2022-10-03,231123,0,2,107
E10000003,Cambridgeshire,utla,2022-10-02,231123,0,0,105
E10000003,Cambridgeshire,utla,2022-10-01,231123,0,0,94
E10000003,Cambridgeshire,utla,2022-09-30,231123,0,3,80
E10000003,Cambridgeshire,utla,2022-09-29,231123,648,1,71
E10000003,Cambridgeshire,utla,2022-09-28,230475,0,3,94
E10000003,Cambridgeshire,utla,2022-09-27,230475,0,2,93
E10000003,Cambridgeshire,utla,2022-09-26,230475,0,3,84
E10000003,Cambridgeshire,utla,2022-09-25,230475,0,3,70
E10000003,Cambridgeshire,utla,2022-09-24,230475,0,0,79
E10000003,Cambridgeshire,utla,2022-09-23,230475,0,1,59
E10000003,Cambridgeshire,utla,2022-09-22,230475,465,1,65
E10000003,Cambridgeshire,utla,2022-09-21,230010,0,0,75
E10000003,Cambridgeshire,utla,2022-09-20,230010,0,1,89
E10000003,Cambridgeshire,utla,2022-09-19,230010,0,0,76
E10000003,Cambridgeshire,utla,2022-09-18,230010,0,1,40
E10000003,Cambridgeshire,utla,2022-09-17,230010,0,0,33
E10000003,Cambridgeshire,utla,2022-09-16,230010,0,1,39
E10000003,Cambridgeshire,utla,2022-09-15,230010,334,2,47
E10000003,Cambridgeshire,utla,2022-09-14,229676,0,1,50
E10000003,Cambridgeshire,utla,2022-09-13,229676,0,1,61
E10000003,Cambridgeshire,utla,2022-09-12,229676,0,0,56
E10000003,Cambridgeshire,utla,2022-09-11,229676,0,1,41
E10000003,Cambridgeshire,utla,2022-09-10,229676,0,0,34
E10000003,Cambridgeshire,utla,2022-09-09,229676,0,0,21
E10000003,Cambridgeshire,utla,2022-09-08,229676,422,2,28
E10000003,Cambridgeshire,utla,2022-09-07,229254,0,1,34
