areaCode,areaName,areaType,date,cumCasesByPublishDate,newCasesByPublishDate,newCasesLFDConfirmedPCRBySpecimenDate,newCasesLFDOnlyBySpecimenDate
N09000011,Ards and North Down,utla,2022-05-20,55303,29,,
N09000011,Ards and North Down,utla,2022-05-19,55274,25,,
N09000011,Ards and North Down,utla,2022-05-18,55249,43,,
N09000011,Ards and North Down,utla,2022-05-17,55206,37,,
N09000011,Ards and North Down,utla,2022-05-16,55169,177,,
N09000011,Ards and North Down,utla,2022-05-15,54992,0,,
N09000011,Ards and North Down,utla,2022-05-14,54992,0,,
N09000011,Ards and North Down,utla,2022-05-13,54992,0,,
N09000011,Ards and North Down,utla,2022-05-12,54992,0,,
N09000011,Ards and North Down,utla,2022-05-11,54992,0,,
N09000011,Ards and North Down,utla,2022-05-10,54992,53,,
N09000011,Ards and North Down,utla,2022-05-09,54939,93,,
N09000011,Ards and North Down,utla,2022-05-08,54846,0,,
N09000011,Ards and North Down,utla,2022-05-07,54846,0,,
N09000011,Ards and North Down,utla,2022-05-06,54846,35,,
N09000011,Ards and North Down,utla,2022-05-05,54811,34,,
N09000011,Ards and North Down,utla,2022-05-04,54777,29,,
N09000011,Ards and North Down,utla,2022-05-03,54748,90,,
N09000011,Ards and North Down,utla,2022-05-02,54658,0,,
N09000011,Ards and North Down,utla,2022-05-01,54658,0,,
N09000011,Ards and North Down,utla,2022-04-30,54658,0,,
N09000011,Ards and North Down,utla,2022-04-29,54658,25,,
N09000011,Ards and North Down,utla,2022-04-28,54633,38,,
N09000011,Ards and North Down,utla,2022-04-27,54595,45,,
N09000011,Ards and North Down,utla,2022-04-26,54550,51,,
N09000011,Ards and North Down,utla,2022-04-25,54499,164,,
N09000011,Ards and North Down,utla,2022-04-24,54335,0,,
N09000011,Ards and North Down,utla,2022-04-23,54335,0,,
N09000011,Ards and North Down,utla,2022-04-22,54335,69,,
N09000011,Ards and North Down,utla,2022-04-21,54266,73,,
N09000011,Ards and North Down,utla,2022-04-20,54193,78,,
N09000011,Ards and North Down,utla,2022-04-19,54115,368,,
N09000011,Ards and North Down,utla,2022-04-18,53747,0,,
N09000011,Ards and North Down,utla,2022-04-17,53747,0,,
N09000011,Ards and North Down,utla,2022-04-16,53747,0,,
N09000011,Ards and North Down,utla,2022-04-15,53747,0,,
N09000011,Ards and North Down,utla,2022-04-14,53747,97,,
N09000011,Ards and North Down,utla,2022-04-13,53650,101,,
N09000011,Ards and North Down,utla,2022-04-12,53549,111,,
N09000011,Ards and North Down,utla,2022-04-11,53438,245,,
N09000011,Ards and North Down,utla,2022-04-10,53193,0,,
N09000011,Ards and North Down,utla,2022-04-09,53193,0,,
N09000011,Ards and North Down,utla,2022-04-08,53193,127,,
N09000011,Ards and North Down,utla,2022-04-07,53066,116,,
N09000011,Ards and North Down,utla,2022-04-06,52950,127,,
N09000011,Ards and North Down,utla,2022-04-05,52823,160,,
N09000011,Ards and North Down,utla,2022-04-04,52663,291,,
N09000011,Ards and North Down,utla,2022-04-03,52372,0,,
N09000011,Ards and North Down,utla,2022-04-02,52372,0,,
N09000011,Ards and North Down,utla,2022-04-01,52372,130,,
N09000011,Ards and North Down,utla,2022-03-31,52242,134,,
N09000011,Ards and North Down,utla,2022-03-30,52108,158,,
N09000011,Ards and North Down,utla,2022-03-29,51950,174,,
N09000011,Ards and North Down,utla,2022-03-28,51776,444,,
