areaCode,areaName,areaType,date,cumCasesByPublishDate,newCasesByPublishDate,newCasesLFDConfirmedPCRBySpecimenDate,newCasesLFDOnlyBySpecimenDate
E08000016,Barnsley,utla,2023-01-05,96341,127,,
E08000016,Barnsley,utla,2023-01-04,96214,0,0,10
E08000016,Barnsley,utla,2023-01-03,96214,0,0,11
E08000016,Barnsley,utla,2023-01-02,96214,0,0,5
E08000016,Barnsley,utla,2023-01-01,96214,0,0,5
E08000016,Barnsley,utla,2022-12-31,96214,0,0,9
E08000016,Barnsley,utla,2022-12-30,96214,0,0,9
E08000016,Barnsley,utla,2022-12-29,96214,91,0,12
E08000016,Barnsley,utla,2022-12-28,96123,0,0,6
E08000016,Barnsley,utla,2022-12-27,96123,0,0,16
E08000016,Barnsley,utla,2022-12-26,96123,0,0,7
E08000016,Barnsley,utla,2022-12-25,96123,0,0,11
E08000016,Barnsley,utla,2022-12-24,96123,0,0,7
E08000016,Barnsley,utla,2022-12-23,96123,0,0,13
E08000016,Barnsley,utla,2022-12-22,96123,108,0,9
E08000016,Barnsley,utla,2022-12-21,96015,0,2,9
E08000016,Barnsley,utla,2022-12-20,96015,0,0,13
E08000016,Barnsley,utla,2022-12-19,96015,0,3,11
E08000016,Barnsley,utla,2022-12-18,96015,0,0,10
E08000016,Barnsley,utla,2022-12-17,96015,0,0,4
E08000016,Barnsley,utla,2022-12-16,96015,0,0,13
E08000016,Barnsley,utla,2022-12-15,96015,119,0,9
E08000016,Barnsley,utla,2022-12-14,95896,0,0,16
E08000016,Barnsley,utla,2022-12-13,95896,0,0,15
E08000016,Barnsley,utla,2022-12-12,95896,0,2,14
E08000016,Barnsley,utla,2022-12-11,95896,0,0,6
E08000016,Barnsley,utla,2022-12-10,95896,0,0,7
E08000016,Barnsley,utla,2022-12-09,95896,0,0,13
E08000016,Barnsley,utla,2022-12-08,95896,110,0,4
E08000016,Barnsley,utla,2022-12-07,95786,0,4,7
E08000016,Barnsley,utla,2022-12-06,95786,0,0,9
E08000016,Barnsley,utla,2022-12-05,95786,0,0,7
E08000016,Barnsley,utla,2022-12-04,95786,0,0,9
E08000016,Barnsley,utla,2022-12-03,95786,0,0,5
E08000016,Barnsley,utla,2022-12-02,95786,0,0,12
E08000016,Barnsley,utla,2022-12-01,95786,99,0,8
E08000016,Barnsley,utla,2022-11-30,95687,0,0,8
E08000016,Barnsley,utla,2022-11-29,95687,0,0,11
E08000016,Barnsley,utla,2022-11-28,95687,0,0,16
E08000016,Barnsley,utla,2022-11-27,95687,0,0,12
E08000016,Barnsley,utla,2022-11-26,95687,0,0,7
E08000016,Barnsley,utla,2022-11-25,95687,0,0,5
E08000016,Barnsley,utla,2022-11-24,95687,73,0,6
E08000016,Barnsley,utla,2022-11-23,95614,0,0,9
E08000016,Barnsley,utla,2022-11-22,95614,0,0,7
E08000016,Barnsley,utla,2022-11-21,95614,0,0,8
E08000016,Barnsley,utla,2022-11-20,95614,0,0,5
E08000016,Barnsley,utla,2022-11-19,95614,0,0,6
E08000016,Barnsley,utla,2022-11-18,95614,0,0,5
E08000016,Barnsley,utla,2022-11-17,95614,123,0,10
E08000016,Barnsley,utla,2022-11-16,95491,0,0,10
E08000016,Barnsley,utla,2022-11-15,95491,0,0,12
E08000016,Barnsley,utla,2022-11-14,95491,0,1,10
E08000016,Barnsley,utla,2022-11-13,95491,0,0,9
E08000016,Barnsley,utla,2022-11-12,95491,0,0,1
E08000016,Barnsley,utla,2022-11-11,95491,0,0,8
E08000016,Barnsley,utla,2022-11-10,95491,95,0,14
E08000016,Barnsley,utla,2022-11-09,95396,0,1,8
E08000016,Barnsley,utla,2022-11-08,95396,0,0,6
E08000016,Barnsley,utla,2022-11-07,95396,0,0,12
E08000016,Barnsley,utla,2022-11-06,95396,0,0,10
E08000016,Barnsley,utla,2022-11-05,95396,0,0,11
E08000016,Barnsley,utla,2022-11-04,95396,0,0,3
E08000016,Barnsley,utla,2022-11-03,95396,105,0,8
E08000016,Barnsley,utla,2022-11-02,95291,0,0,6
E08000016,Barnsley,utla,2022-11-01,95291,0,0,4
E08000016,Barnsley,utla,2022-10-31,95291,0,0,20
E08000016,Barnsley,utla,2022-10-30,95291,0,0,18
E08000016,Barnsley,utla,2022-10-29,95291,0,0,7
E08000016,Barnsley,utla,2022-10-28,95291,0,0,6
E08000016,Barnsley,utla,2022-10-27,95291,129,0,14
E08000016,Barnsley,utla,2022-10-26,95162,0,0,12
E08000016,Barnsley,utla,2022-10-25,95162,0,0,22
E08000016,Barnsley,utla,2022-10-24,95162,0,0,15
E08000016,Barnsley,utla,2022-10-23,95162,0,0,18
E08000016,Barnsley,utla,2022-10-22,95162,0,0,11
E08000016,Barnsley,utla,2022-10-21,95162,0,0,11
E08000016,Barnsley,utla,2022-10-20,95162,212,0,11
E08000016,Barnsley,utla,2022-10-19,94950,0,0,28
E08000016,Barnsley,utla,2022-10-18,94950,0,4,19
E08000016,Barnsley,utla,2022-10-17,94950,0,6,20
E08000016,Barnsley,utla,2022-10-16,94950,0,2,26
E08000016,Barnsley,utla,2022-10-15,94950,0,0,21
E08000016,Barnsley,utla,2022-10-14,94950,0,0,19
E08000016,Barnsley,utla,2022-10-13,94950,229,0,14
E08000016,Barnsley,utla,2022-10-12,94721,0,1,17
E08000016,Barnsley,utla,2022-10-11,94721,0,1,17
E08000016,Barnsley,utla,2022-10-10,94721,0,1,30
E08000016,Barnsley,utla,2022-10-09,94721,0,1,39
E08000016,Barnsley,utla,2022-10-08,94721,0,0,29
E08000016,Barnsley,utla,2022-10-07,94721,0,0,16
E08000016,Barnsley,utla,2022-10-06,94721,247,0,22
E08000016,Barnsley,utla,2022-10-05,94474,0,1,27
E08000016,Barnsley,utla,2022-10-04,94474,0,1,33
E08000016,Barnsley,utla,2022-10-03,94474,0,1,28
E08000016,Barnsley,utla,2022-10-02,94474,0,0,28
E08000016,Barnsley,utla,2022-10-01,94474,0,0,17
E08000016,Barnsley,utla,2022-09-30,94474,0,0,25
E08000016,Barnsley,utla,2022-09-29,94474,250,0,33
E08000016,Barnsley,utla,2022-09-28,94224,0,0,32
E08000016,Barnsley,utla,2022-09-27,94224,0,1,31
E08000016,Barnsley,utla,2022-09-26,94224,0,1,29
E08000016,Barnsley,utla,2022-09-25,94224,0,0,23
E08000016,Barnsley,utla,2022-09-24,94224,0,0,23
E08000016,Barnsley,utla,2022-09-23,94224,0,0,28
E08000016,Barnsley,utla,2022-09-22,94224,147,1,25
E08000016,Barnsley,utla,2022-09-21,94077,0,0,38
E08000016,Barnsley,utla,2022-09-20,94077,0,1,19
E08000016,Barnsley,utla,2022-09-19,94077,0,0,19
E08000016,Barnsley,utla,2022-09-18,94077,0,0,18
E08000016,Barnsley,utla,2022-09-17,94077,0,0,13
E08000016,Barnsley,utla,2022-09-16,94077,0,0,8
E08000016,Barnsley,utla,2022-09-15,94077,123,0,14
E08000016,Barnsley,utla,2022-09-14,93954,0,1,20
E08000016,Barnsley,utla,2022-09-13,93954,0,0,14
E08000016,Barnsley,utla,2022-09-12,93954,0,0,16
E08000016,Barnsley,utla,2022-09-11,93954,0,0,17
E08000016,Barnsley,utla,2022-09-10,93954,0,0,9
E08000016,Barnsley,utla,2022-09-09,93954,0,1,12
E08000016,Barnsley,utla,2022-09-08,93954,65,0,10
E08000016,Barnsley,utla,2022-09-07,93889,0,1,9
E08000016,Barnsley,utla,2022-09-06,93889,0,0,12
E08000016,Barnsley,utla,2022-09-05,93889,0,0,16
E08000016,Barnsley,utla,2022-09-04,93889,0,0,23
E08000016,Barnsley,utla,2022-09-03,93889,0,0,8
E08000016,Barnsley,utla,2022-09-02,93889,0,0,7
E08000016,Barnsley,utla,2022-09-01,93889,0,0,12
E08000016,Barnsley,utla,2022-08-31,93889,111,0,18
E08000016,Barnsley,utla,2022-08-30,93778,0,3,16
E08000016,Barnsley,utla,2022-08-29,93778,0,0,14
E08000016,Barnsley,utla,2022-08-28,93778,0,0,12
E08000016,Barnsley,utla,2022-08-27,93778,0,0,10
E08000016,Barnsley,utla,2022-08-26,93778,0,0,3
E08000016,Barnsley,utla,2022-08-25,93778,0,0,15
E08000016,Barnsley,utla,2022-08-24,93778,97,0,10
E08000016,Barnsley,utla,2022-08-23,93681,0,0,15
E08000016,Barnsley,utla,2022-08-22,93681,0,0,11
E08000016,Barnsley,utla,2022-08-21,93681,0,0,10
