areaCode,areaName,areaType,date,cumCasesByPublishDate,newCasesByPublishDate,newCasesLFDConfirmedPCRBySpecimenDate,newCasesLFDOnlyBySpecimenDate
E06000052,Cornwall and Isles of Scilly,utla,2023-01-05,179067,542,,
E06000052,Cornwall and Isles of Scilly,utla,2023-01-04,178525,0,0,37
E06000052,Cornwall and Isles of Scilly,utla,2023-01-03,178525,0,2,42
E06000052,Cornwall and Isles of Scilly,utla,2023-01-02,178525,0,2,46
E06000052,Cornwall and Isles of Scilly,utla,2023-01-01,178525,0,1,39
E06000052,Cornwall and Isles of Scilly,utla,2022-12-31,178525,0,0,39
E06000052,Cornwall and Isles of Scilly,utla,2022-12-30,178525,0,2,45
E06000052,Cornwall and Isles of Scilly,utla,2022-12-29,178525,618,5,63
E06000052,Cornwall and Isles of Scilly,utla,2022-12-28,177907,0,0,61
E06000052,Cornwall and Isles of Scilly,utla,2022-12-27,177907,0,5,60
E06000052,Cornwall and Isles of Scilly,utla,2022-12-26,177907,0,2,59
E06000052,Cornwall and Isles of Scilly,utla,2022-12-25,177907,0,2,36
E06000052,Cornwall and Isles of Scilly,utla,2022-12-24,177907,0,0,53
E06000052,Cornwall and Isles of Scilly,utla,2022-12-23,177907,0,3,46
E06000052,Cornwall and Isles of Scilly,utla,2022-12-22,177907,688,10,74
E06000052,Cornwall and Isles of Scilly,utla,2022-12-21,177219,0,0,66
E06000052,Cornwall and Isles of Scilly,utla,2022-12-20,177219,0,2,78
E06000052,Cornwall and Isles of Scilly,utla,2022-12-19,177219,0,4,61
E06000052,Cornwall and Isles of Scilly,utla,2022-12-18,177219,0,8,58
E06000052,Cornwall and Isles of Scilly,utla,2022-12-17,177219,0,6,47
E06000052,Cornwall and Isles of Scilly,utla,2022-12-16,177219,0,2,57
E06000052,Cornwall and Isles of Scilly,utla,2022-12-15,177219,390,0,50
E06000052,Cornwall and Isles of Scilly,utla,2022-12-14,176829,0,0,44
E06000052,Cornwall and Isles of Scilly,utla,2022-12-13,176829,0,1,54
E06000052,Cornwall and Isles of Scilly,utla,2022-12-12,176829,0,3,44
E06000052,Cornwall and Isles of Scilly,utla,2022-12-11,176829,0,1,34
E06000052,Cornwall and Isles of Scilly,utla,2022-12-10,176829,0,2,28
E06000052,Cornwall and Isles of Scilly,utla,2022-12-09,176829,0,0,36
E06000052,Cornwall and Isles of Scilly,utla,2022-12-08,176829,242,1,26
E06000052,Cornwall and Isles of Scilly,utla,2022-12-07,176587,0,1,40
E06000052,Cornwall and Isles of Scilly,utla,2022-12-06,176587,0,1,29
E06000052,Cornwall and Isles of Scilly,utla,2022-12-05,176587,0,1,38
E06000052,Cornwall and Isles of Scilly,utla,2022-12-04,176587,0,0,28
E06000052,Cornwall and Isles of Scilly,utla,2022-12-03,176587,0,0,16
E06000052,Cornwall and Isles of Scilly,utla,2022-12-02,176587,0,1,9
E06000052,Cornwall and Isles of Scilly,utla,2022-12-01,176587,231,0,16
E06000052,Cornwall and Isles of Scilly,utla,2022-11-30,176356,0,4,18
E06000052,Cornwall and Isles of Scilly,utla,2022-11-29,176356,0,1,22
E06000052,Cornwall and Isles of Scilly,utla,2022-11-28,176356,0,0,30
E06000052,Cornwall and Isles of Scilly,utla,2022-11-27,176356,0,0,37
E06000052,Cornwall and Isles of Scilly,utla,2022-11-26,176356,0,0,17
E06000052,Cornwall and Isles of Scilly,utla,2022-11-25,176356,0,6,17
E06000052,Cornwall and Isles of Scilly,utla,2022-11-24,176356,197,0,16
E06000052,Cornwall and Isles of Scilly,utla,2022-11-23,176159,0,3,19
E06000052,Cornwall and Isles of Scilly,utla,2022-11-22,176159,0,1,29
E06000052,Cornwall and Isles of Scilly,utla,2022-11-21,176159,0,2,30
E06000052,Cornwall and Isles of Scilly,utla,2022-11-20,176159,0,1,26
E06000052,Cornwall and Isles of Scilly,utla,2022-11-19,176159,0,0,14
E06000052,Cornwall and Isles of Scilly,utla,2022-11-18,176159,0,0,13
E06000052,Cornwall and Isles of Scilly,utla,2022-11-17,176159,189,0,16
E06000052,Cornwall and Isles of Scilly,utla,2022-11-16,175970,0,0,21
E06000052,Cornwall and Isles of Scilly,utla,2022-11-15,175970,0,0,17
E06000052,Cornwall and Isles of Scilly,utla,2022-11-14,175970,0,0,32
E06000052,Cornwall and Isles of Scilly,utla,2022-11-13,175970,0,0,22
E06000052,Cornwall and Isles of Scilly,utla,2022-11-12,175970,0,0,13
E06000052,Cornwall and Isles of Scilly,utla,2022-11-11,175970,0,0,17
E06000052,Cornwall and Isles of Scilly,utla,2022-11-10,175970,161,0,15
E06000052,Cornwall and Isles of Scilly,utla,2022-11-09,175809,0,0,15
E06000052,Cornwall and Isles of Scilly,utla,2022-11-08,175809,0,0,17
E06000052,Cornwall and Isles of Scilly,utla,2022-11-07,175809,0,0,15
E06000052,Cornwall and Isles of Scilly,utla,2022-11-06,175809,0,0,15
E06000052,Cornwall and Isles of Scilly,utla,2022-11-05,175809,0,1,12
E06000052,Cornwall and Isles of Scilly,utla,2022-11-04,175809,0,0,25
E06000052,Cornwall and Isles of Scilly,utla,2022-11-03,175809,322,0,29
E06000052,Cornwall and Isles of Scilly,utla,2022-11-02,175487,0,0,32
E06000052,Cornwall and Isles of Scilly,utla,2022-11-01,175487,0,0,38
E06000052,Cornwall and Isles of Scilly,utla,2022-10-31,175487,0,0,35
E06000052,Cornwall and Isles of Scilly,utla,2022-10-30,175487,0,0,34
E06000052,Cornwall and Isles of Scilly,utla,2022-10-29,175487,0,1,28
E06000052,Cornwall and Isles of Scilly,utla,2022-10-28,175487,0,0,33
E06000052,Cornwall and Isles of Scilly,utla,2022-10-27,175487,403,0,33
E06000052,Cornwall and Isles of Scilly,utla,2022-10-26,175084,0,1,33
E06000052,Cornwall and Isles of Scilly,utla,2022-10-25,175084,0,0,35
E06000052,Cornwall and Isles of Scilly,utla,2022-10-24,175084,0,2,45
E06000052,Cornwall and Isles of Scilly,utla,2022-10-23,175084,0,1,54
E06000052,Cornwall and Isles of Scilly,utla,2022-10-22,175084,0,1,38
E06000052,Cornwall and Isles of Scilly,utla,2022-10-21,175084,0,1,40
E06000052,Cornwall and Isles of Scilly,utla,2022-10-20,175084,551,0,61
E06000052,Cornwall and Isles of Scilly,utla,2022-10-19,174533,0,0,56
E06000052,Cornwall and Isles of Scilly,utla,2022-10-18,174533,0,0,49
E06000052,Cornwall and Isles of Scilly,utla,2022-10-17,174533,0,1,78
E06000052,Cornwall and Isles of Scilly,utla,2022-10-16,174533,0,2,59
E06000052,Cornwall and Isles of Scilly,utla,2022-10-15,174533,0,1,47
E06000052,Cornwall and Isles of Scilly,utla,2022-10-14,174533,0,0,58
E06000052,Cornwall and Isles of Scilly,utla,2022-10-13,174533,577,0,68
E06000052,Cornwall and Isles of Scilly,utla,2022-10-12,173956,0,0,59
E06000052,Cornwall and Isles of Scilly,utla,2022-10-11,173956,0,1,45
E06000052,Cornwall and Isles of Scilly,utla,2022-10-10,173956,0,0,62
E06000052,Cornwall and Isles of Scilly,utla,2022-10-09,173956,0,1,88
E06000052,Cornwall and Isles of Scilly,utla,2022-10-08,173956,0,1,42
E06000052,Cornwall and Isles of Scilly,utla,2022-10-07,173956,0,1,64
E06000052,Cornwall and Isles of Scilly,utla,2022-10-06,173956,756,0,66
E06000052,Cornwall and Isles of Scilly,utla,2022-10-05,173200,0,1,99
E06000052,Cornwall and Isles of Scilly,utla,2022-10-04,173200,0,3,78
E06000052,Cornwall and Isles of Scilly,utla,2022-10-03,173200,0,1,125
E06000052,Cornwall and Isles of Scilly,utla,2022-10-02,173200,0,4,81
E06000052,Cornwall and Isles of Scilly,utla,2022-10-01,173200,0,1,75
E06000052,Cornwall and Isles of Scilly,utla,2022-09-30,173200,0,2,51
E06000052,Cornwall and Isles of Scilly,utla,2022-09-29,173200,562,0,70
E06000052,Cornwall and Isles of Scilly,utla,2022-09-28,172638,0,0,53
E06000052,Cornwall and Isles of Scilly,utla,2022-09-27,172638,0,1,60
E06000052,Cornwall and Isles of Scilly,utla,2022-09-26,172638,0,3,74
E06000052,Cornwall and Isles of Scilly,utla,2022-09-25,172638,0,3,60
E06000052,Cornwall and Isles of Scilly,utla,2022-09-24,172638,0,3,43
E06000052,Cornwall and Isles of Scilly,utla,2022-09-23,172638,0,2,70
E06000052,Cornwall and Isles of Scilly,utla,2022-09-22,172638,431,1,55
E06000052,Cornwall and Isles of Scilly,utla,2022-09-21,172207,0,2,68
E06000052,Cornwall and Isles of Scilly,utla,2022-09-20,172207,0,1,65
E06000052,Cornwall and Isles of Scilly,utla,2022-09-19,172207,0,2,46
E06000052,Cornwall and Isles of Scilly,utla,2022-09-18,172207,0,1,33
E06000052,Cornwall and Isles of Scilly,utla,2022-09-17,172207,0,2,30
E06000052,Cornwall and Isles of Scilly,utla,2022-09-16,172207,0,0,34
E06000052,Cornwall and Isles of Scilly,utla,2022-09-15,172207,278,0,32
E06000052,Cornwall and Isles of Scilly,utla,2022-09-14,171929,0,0,23
E06000052,Cornwall and Isles of Scilly,utla,2022-09-13,171929,0,0,37
E06000052,Cornwall and Isles of Scilly,utla,2022-09-12,171929,0,2,37
E06000052,Cornwall and Isles of Scilly,utla,2022-09-11,171929,0,1,37
E06000052,Cornwall and Isles of Scilly,utla,2022-09-10,171929,0,0,29
E06000052,Cornwall and Isles of Scilly,utla,2022-09-09,171929,0,0,29
E06000052,Cornwall and Isles of Scilly,utla,2022-09-08,171929,275,0,24
E06000052,Cornwall and Isles of Scilly,utla,2022-09-07,171654,0,0,28
E06000052,Cornwall and Isles of Scilly,utla,2022-09-06,171654,0,2,33
E06000052,Cornwall and Isles of Scilly,utla,2022-09-05,171654,0,0,27
E06000052,Cornwall and Isles of Scilly,utla,2022-09-04,171654,0,0,35
E06000052,Cornwall and Isles of Scilly,utla,2022-09-03,171654,0,2,20
E06000052,Cornwall and Isles of Scilly,utla,2022-09-02,171654,0,0,18
E06000052,Cornwall and Isles of Scilly,utla,2022-09-01,171654,0,0,21
E06000052,Cornwall and Isles of Scilly,utla,2022-08-31,171654,227,2,19
E06000052,Cornwall and Isles of Scilly,utla,2022-08-30,171427,0,0,32
E06000052,Cornwall and Isles of Scilly,utla,2022-08-29,171427,0,0,26
E06000052,Cornwall and Isles of Scilly,utla,2022-08-28,171427,0,0,18
E06000052,Cornwall and Isles of Scilly,utla,2022-08-27,171427,0,0,21
E06000052,Cornwall and Isles of Scilly,utla,2022-08-26,171427,0,0,14
E06000052,Cornwall and Isles of Scilly,utla,2022-08-25,171427,0,1,21
E06000052,Cornwall and Isles of Scilly,utla,2022-08-24,171427,244,0,34
E06000052,Cornwall and Isles of Scilly,utla,2022-08-23,171183,0,0,24
E06000052,Cornwall and Isles of Scilly,utla,2022-08-22,171183,0,0,26
E06000052,Cornwall and Isles of Scilly,utla,2022-08-21,171183,0,0,28
E06000052,Cornwall and Isles of Scilly,utla,2022-08-20,171183,0,0,15
E06000052,Cornwall and Isles of Scilly,utla,2022-08-19,171183,0,0,30
E06000052,Cornwall and Isles of Scilly,utla,2022-08-18,171183,0,0,38
E06000052,Cornwall and Isles of Scilly,utla,2022-08-17,171183,297,0,35
E06000052,Cornwall and Isles of Scilly,utla,2022-08-16,170886,0,1,29
