areaCode,areaName,areaType,date,cumCasesByPublishDate,newCasesByPublishDate,newCasesLFDConfirmedPCRBySpecimenDate,newCasesLFDOnlyBySpecimenDate
E06000023,"Bristol, City of",utla,2023-01-05,183875,305,,
E06000023,"Bristol, City of",utla,2023-01-04,183570,0,0,25
E06000023,"Bristol, City of",utla,2023-01-03,183570,0,0,20
E06000023,"Bristol, City of",utla,2023-01-02,183570,0,0,13
E06000023,"Bristol, City of",utla,2023-01-01,183570,0,0,18
E06000023,"Bristol, City of",utla,2022-12-31,183570,0,1,21
E06000023,"Bristol, City of",utla,2022-12-30,183570,0,0,17
E06000023,"Bristol, City of",utla,2022-12-29,183570,358,0,36
E06000023,"Bristol, City of",utla,2022-12-28,183212,0,0,30
E06000023,"Bristol, City of",utla,2022-12-27,183212,0,0,28
E06000023,"Bristol, City of",utla,2022-12-26,183212,0,1,26
E06000023,"Bristol, City of",utla,2022-12-25,183212,0,0,32
E06000023,"Bristol, City of",utla,2022-12-24,183212,0,0,41
E06000023,"Bristol, City of",utla,2022-12-23,183212,0,1,32
E06000023,"Bristol, City of",utla,2022-12-22,183212,500,0,43
E06000023,"Bristol, City of",utla,2022-12-21,182712,0,0,55
E06000023,"Bristol, City of",utla,2022-12-20,182712,0,0,52
E06000023,"Bristol, City of",utla,2022-12-19,182712,0,1,72
E06000023,"Bristol, City of",utla,2022-12-18,182712,0,0,59
E06000023,"Bristol, City of",utla,2022-12-17,182712,0,1,36
E06000023,"Bristol, City of",utla,2022-12-16,182712,0,1,24
E06000023,"Bristol, City of",utla,2022-12-15,182712,451,1,52
E06000023,"Bristol, City of",utla,2022-12-14,182261,0,1,53
E06000023,"Bristol, City of",utla,2022-12-13,182261,0,1,68
E06000023,"Bristol, City of",utla,2022-12-12,182261,0,0,61
E06000023,"Bristol, City of",utla,2022-12-11,182261,0,1,55
E06000023,"Bristol, City of",utla,2022-12-10,182261,0,4,33
E06000023,"Bristol, City of",utla,2022-12-09,182261,0,0,22
E06000023,"Bristol, City of",utla,2022-12-08,182261,365,1,51
E06000023,"Bristol, City of",utla,2022-12-07,181896,0,0,47
E06000023,"Bristol, City of",utla,2022-12-06,181896,0,1,51
E06000023,"Bristol, City of",utla,2022-12-05,181896,0,0,56
E06000023,"Bristol, City of",utla,2022-12-04,181896,0,1,35
E06000023,"Bristol, City of",utla,2022-12-03,181896,0,1,27
E06000023,"Bristol, City of",utla,2022-12-02,181896,0,0,20
E06000023,"Bristol, City of",utla,2022-12-01,181896,276,1,33
E06000023,"Bristol, City of",utla,2022-11-30,181620,0,0,32
E06000023,"Bristol, City of",utla,2022-11-29,181620,0,1,41
E06000023,"Bristol, City of",utla,2022-11-28,181620,0,0,34
E06000023,"Bristol, City of",utla,2022-11-27,181620,0,0,38
E06000023,"Bristol, City of",utla,2022-11-26,181620,0,0,17
E06000023,"Bristol, City of",utla,2022-11-25,181620,0,1,31
E06000023,"Bristol, City of",utla,2022-11-24,181620,224,1,25
E06000023,"Bristol, City of",utla,2022-11-23,181396,0,1,25
E06000023,"Bristol, City of",utla,2022-11-22,181396,0,0,29
E06000023,"Bristol, City of",utla,2022-11-21,181396,0,0,22
E06000023,"Bristol, City of",utla,2022-11-20,181396,0,0,27
E06000023,"Bristol, City of",utla,2022-11-19,181396,0,0,22
E06000023,"Bristol, City of",utla,2022-11-18,181396,0,0,25
E06000023,"Bristol, City of",utla,2022-11-17,181396,198,0,20
E06000023,"Bristol, City of",utla,2022-11-16,181198,0,0,18
E06000023,"Bristol, City of",utla,2022-11-15,181198,0,0,23
E06000023,"Bristol, City of",utla,2022-11-14,181198,0,0,28
E06000023,"Bristol, City of",utla,2022-11-13,181198,0,1,16
E06000023,"Bristol, City of",utla,2022-11-12,181198,0,0,19
E06000023,"Bristol, City of",utla,2022-11-11,181198,0,0,16
E06000023,"Bristol, City of",utla,2022-11-10,181198,178,2,15
E06000023,"Bristol, City of",utla,2022-11-09,181020,0,1,28
E06000023,"Bristol, City of",utla,2022-11-08,181020,0,0,32
E06000023,"Bristol, City of",utla,2022-11-07,181020,0,1,24
E06000023,"Bristol, City of",utla,2022-11-06,181020,0,0,15
E06000023,"Bristol, City of",utla,2022-11-05,181020,0,0,21
E06000023,"Bristol, City of",utla,2022-11-04,181020,0,0,16
E06000023,"Bristol, City of",utla,2022-11-03,181020,198,0,23
E06000023,"Bristol, City of",utla,2022-11-02,180822,0,0,18
E06000023,"Bristol, City of",utla,2022-11-01,180822,0,0,19
E06000023,"Bristol, City of",utla,2022-10-31,180822,0,5,38
E06000023,"Bristol, City of",utla,2022-10-30,180822,0,0,18
E06000023,"Bristol, City of",utla,2022-10-29,180822,0,0,19
E06000023,"Bristol, City of",utla,2022-10-28,180822,0,0,17
E06000023,"Bristol, City of",utla,2022-10-27,180822,258,1,25
E06000023,"Bristol, City of",utla,2022-10-26,180564,0,0,22
E06000023,"Bristol, City of",utla,2022-10-25,180564,0,1,29
E06000023,"Bristol, City of",utla,2022-10-24,180564,0,0,29
E06000023,"Bristol, City of",utla,2022-10-23,180564,0,0,32
E06000023,"Bristol, City of",utla,2022-10-22,180564,0,1,21
E06000023,"Bristol, City of",utla,2022-10-21,180564,0,0,30
E06000023,"Bristol, City of",utla,2022-10-20,180564,405,0,24
E06000023,"Bristol, City of",utla,2022-10-19,180159,0,2,37
E06000023,"Bristol, City of",utla,2022-10-18,180159,0,0,44
E06000023,"Bristol, City of",utla,2022-10-17,180159,0,0,52
E06000023,"Bristol, City of",utla,2022-10-16,180159,0,1,32
E06000023,"Bristol, City of",utla,2022-10-15,180159,0,0,37
E06000023,"Bristol, City of",utla,2022-10-14,180159,0,0,36
E06000023,"Bristol, City of",utla,2022-10-13,180159,391,5,55
E06000023,"Bristol, City of",utla,2022-10-12,179768,0,5,51
E06000023,"Bristol, City of",utla,2022-10-11,179768,0,4,51
E06000023,"Bristol, City of",utla,2022-10-10,179768,0,1,52
